           0 ,   1.00000761E-06
        4500 ,  0.170093983    
        9000 ,  0.803729892    
       13500 ,   2.80066442    
       18000 ,   5.73343372    
       22500 ,   10.8672295    
       27000 ,   16.3928337    
       31500 ,   27.5633163    
       36000 ,   45.8978271    
       40500 ,   54.5255432    
       45000 ,   73.1856689    
