           0 ,   0.00000000    
        4500 ,   8.08629990E-02
        9000 ,  0.271518946    
       13500 ,  0.546376228    
       18000 ,  0.940622330    
       22500 ,   1.46011734    
       27000 ,   2.12747192    
       31500 ,   2.82567596    
       36000 ,   3.71156311    
       40500 ,   4.75601196    
       45000 ,   5.86309814    
